StockRefID,ProductRefId,SalesmanId,Description,Shape,Carat,Color,Clarity,Cut,Polish,Symmetry,CertifiedBy,CertifiedID,MeaWidth,MeaLength,MeaDepth,Depth,TableSpec,CrownHeight,PavilionDepth,Graining,GirdleFrom,GirdleTo,StoneType,Country,Discount,Price,PricePerCarat,Treatment,LaserInscription,GirdlePercentage,PavilionAngle,CrownAngle,ImageName1,ImageName2,ImageName3,SecondaryPrice,IsSpecial,IsCalRapPrice
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,5213983368,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,468.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,1218959385,0.0,4.39,0.0,0.0,0.0,0.0,0.0,,THN , MED,,,,488.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,7228002603,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,499.95,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,6211883840,0.0,4.36,0.0,0.0,0.0,0.0,0.0,,MED,MED,,,,495.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,VG   ,GIA,1225038895,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,448.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,VG,VG   ,GIA,2228014323,0.0,4.19,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,438.9,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,EX   ,GIA,6225015986,0.0,4.23,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,462.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,2227015317,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,501.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,VG   ,GIA,7228005519,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,471.9,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,VG   ,GIA,2227009239,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,462.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,VG   ,GIA,6221016376,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,471.9,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,1228039732,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,488.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,VG,EX   ,GIA,1225032181,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,THN , STK,,,,475.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,6215992072,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,491.7,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,2226032443,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,471.9,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,2227032298,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,481.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,7212950648,0.0,4.37,0.0,0.0,0.0,0.0,0.0,,STK,STK,,,,488.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,VG   ,GIA,1223031579,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,THN , STK,,,,481.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,5226032191,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,485.1,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,VG   ,GIA,6212952868,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,481.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,7211952773,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,485.1,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,VG,EX   ,GIA,6221031968,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,442.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,VG   ,GIA,2227039786,0.0,4.27,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,465.3,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,1217951142,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,498.3,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,VG   ,GIA,6222005998,0.0,4.24,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,450.45,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,6211992183,0.0,4.39,0.0,0.0,0.0,0.0,0.0,,MED,MED,,,,491.7,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,G,VG   ,GIA,2224016701,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,442.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,2224049304,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,491.7,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,VG   ,GIA,1225015914,0.0,4.23,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,442.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,VG,EX   ,GIA,1225040449,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,471.9,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,7218958546,0.0,4.35,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,495.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,6222053174,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,491.7,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,VG,EX   ,GIA,5216930102,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,465.3,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,1228039321,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,488.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,VG,VG   ,GIA,1218952950,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,STK,STK,,,,468.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,EX   ,GIA,2226052834,0.0,4.27,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,455.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,VG,EX   ,GIA,6221038480,0.0,4.24,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,450.45,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,VG,EX   ,GIA,6221052661,0.0,4.22,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,448.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,VG,EX   ,GIA,6212929805,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,471.9,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,6211965788,0.0,4.27,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,495.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,VG   ,GIA,2227050023,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,481.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,VG,VG   ,GIA,6222016715,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,443.85,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,6222052802,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,495.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,VG   ,GIA,6222053220,0.0,4.41,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,462.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,VG   ,GIA,2224051993,0.0,4.23,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,455.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,VG   ,GIA,5213959380,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,475.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,3215920433,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,501.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,7213978149,0.0,4.35,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,501.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,D,SI1,EX,VG,EX   ,GIA,2216983500,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,475.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,D,SI1,EX,VG,EX   ,GIA,6212990902,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,458.7,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,EX   ,GIA,1227069437,0.0,4.25,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,445.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,VG,VG   ,GIA,7221039077,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,438.9,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,1229071865,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,STK,STK,,,,481.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,VG   ,GIA,7226064813,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,468.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,VG,VG   ,GIA,7226071494,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,463.65,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,6225071305,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,501.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,VG,EX   ,GIA,6222080255,0.0,4.22,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,462.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,6225079373,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,481.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,VG,VG   ,GIA,2226078813,0.0,4.24,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,435.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,1213957411,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,471.9,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,6212765151,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,501.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,EX   ,GIA,7218944195,0.0,4.42,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,468.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,7222118448,0.0,4.37,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,485.1,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,2224093490,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,458.7,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,VG,VG   ,GIA,2226078750,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,442.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,VG   ,GIA,6222094000,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,471.9,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,1223094182,0.0,4.35,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,501.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,7226128775,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,481.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,D,SI1,VG,EX,VG   ,GIA,5213992272,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,VTN , STK,,,,450.45,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,2226092049,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,491.7,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,VG   ,GIA,6221128699,0.0,4.23,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,453.75,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,VG   ,GIA,2227112176,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,THN , STK,,,,478.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,VG   ,GIA,2227129837,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,475.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,EX   ,GIA,1223093619,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,448.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,VG,EX   ,GIA,6221093712,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,475.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,VG   ,GIA,6225092392,0.0,4.22,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,448.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,VG,EX   ,GIA,5226104891,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,THN , STK,,,,455.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,3225129117,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,486.75,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,EX,EX,EX   ,GIA,2227130045,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,491.7,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI1,VG,EX,EX   ,GIA,6225068411,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,VTN , STK,,,,448.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,VG   ,GIA,1219903785,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,409.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,EX   ,GIA,2217920850,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,400.05,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,VG   ,GIA,6212940580,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,THN , STK,,,,406.35,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,EX,EX   ,GIA,6222004565,0.0,4.23,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,403.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,VG   ,GIA,1219954156,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,428.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,EX   ,GIA,1228032233,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,448.875,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,EX   ,GIA,2226015600,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,453.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,VG   ,GIA,7216959274,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,433.125,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,VG   ,GIA,6215959295,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,418.95,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,VG   ,GIA,1215958308,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,434.7,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,VG,VG   ,GIA,6211957941,0.0,4.23,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,398.475,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,EX,VG   ,GIA,7218958930,0.0,4.23,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,396.9,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,EX,VG   ,GIA,1225064679,0.0,4.25,0.0,0.0,0.0,0.0,0.0,,THN , STK,,,,409.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,EX,VG   ,GIA,6212959423,0.0,4.23,0.0,0.0,0.0,0.0,0.0,,THN , THK,,,,400.05,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,EX,VG   ,GIA,5226016101,0.0,4.21,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,396.9,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,EX,VG   ,GIA,6211940137,0.0,4.21,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,415.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,EX,EX   ,GIA,1229064908,0.0,4.24,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,406.35,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,VG,VG   ,GIA,5223053214,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,THN , THK,,,,403.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,VG,VG   ,GIA,6221048840,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,422.1,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,VG   ,GIA,2227039482,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,THN , STK,,,,425.25,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,VG,VG   ,GIA,5226070894,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,403.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,VG   ,GIA,2226068300,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED,MED,,,,422.1,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,VG,VG   ,GIA,7226071996,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,395.325,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,EX   ,GIA,2227065731,0.0,4.38,0.0,0.0,0.0,0.0,0.0,,MED,MED,,,,425.25,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,VG   ,GIA,1223079345,0.0,4.27,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,428.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,EX,EX   ,GIA,2226071488,0.0,4.25,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,418.95,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,EX,EX   ,GIA,6221079227,0.0,4.2,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,411.075,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,VG,VG   ,GIA,2226078859,0.0,4.23,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,398.475,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,EX   ,GIA,6212958543,0.0,4.37,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,453.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,VG,VG   ,GIA,5226112272,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,406.35,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,VG,VG   ,GIA,7228111211,0.0,4.21,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,395.325,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,VG   ,GIA,2228094032,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,403.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,D,SI2,EX,EX,EX   ,GIA,3225016439,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,453.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,EX,VG   ,GIA,6221127081,0.0,4.21,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,412.65,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,EX,VG   ,GIA,7226127109,0.0,4.2,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,396.9,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,EX   ,GIA,1228093896,0.0,4.39,0.0,0.0,0.0,0.0,0.0,,MED,MED,,,,450.45,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,EX,EX,EX   ,GIA,2226092971,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,447.3,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,D,SI2,VG,VG,VG   ,GIA,6221094111,0.0,4.21,0.0,0.0,0.0,0.0,0.0,,THN , THK,,,,392.175,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,IF,VG,EX,VG   ,GIA,2226002177,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,543.75,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,6215844850,0.0,4.36,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,589.275,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,VG   ,GIA,6212972369,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,STK,STK,,,,569.025,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,VG   ,GIA,5216981413,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,579.15,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,VG,EX,VG   ,GIA,6221002363,0.0,4.27,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,546.75,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,VG,VG,VG   ,GIA,2227013020,0.0,4.25,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,538.65,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,7216944254,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,611.55,,,,0.0,0.0,0.0,,,,-1.0,,
